club,handle,status,post_date,post_timestamp,likes,comments,reposts,collaborators,collab_count,caption,severity,post_url,,,,,,,,,,,,
Proud Colors,cuproudcolors,ok,2025-04-08,2025-04-08T01:26:21+00:00,6,1,0,cuproudcolors,1,"Join us tomorrow for our General Body Dinner 🍽️ as we kikinover some Dominican🇩🇴cuisine from Tropical Sensation!🏳️‍🌈🏳️‍⚧️ solomonaka3ze   52w 🔥🔥🔥 Reply 6 1 April 7, 2025 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فار",0,https://www.instagram.com/p/DIKsaUbutI3/
Proud Colors,cuproudcolors,ok,2025-05-01,2025-05-01T17:47:54+00:00,28,1,0,cuproudcolors,1,"Join us this Saturday with @esreineofficial and @paris4.44 as they take us through a an hour and a half of spellbinding choreography! You don’t wanna miss our final big event of the semester😉🕺🏽💃🏾 paris4.44   49w Let’s gooooo💃🏾😋💋 Reply 28 1 May 1, 2025 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربي",0,https://www.instagram.com/p/DJHrBoLOTR5/
Proud Colors,cuproudcolors,ok,2024-09-22,2024-09-22T20:52:18+00:00,1,0,0,"cuproudcolors, Schapiro, Hall",3,"We’re baaaaccckkkk👀  Proud Colors is back and better than ever as we celebrate our 30th year on campus! Join us this Tuesday @ 9pm as we get settled into the semester! Can’t wait to see y’all there!🏳️‍🌈🏳️‍⚧️🥰💖 jayjamonbread   80w Yassssss🙌🙌🙌 Reply 1 September 22, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Ve",0,https://www.instagram.com/p/DAO8cy5yeki/
Proud Colors,cuproudcolors,ok,2024-03-02,2024-03-02T18:02:10+00:00,29,2,0,"qhousecu, cuproudcolors",2,"It's that time of the year again! Join Proud Colors at our Sex-Ed Slumber Party! GHAP representatives will be present to provide a presentation we will also food, drinks, and other surprises. March 8th @7:30 in the Q-House basement. quiyaharris   109w the annual 🌹 battle 3 likes Reply View all 1 replies 29 2 March 2, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Me",0,https://www.instagram.com/p/C4BW0Q8ucMJ/
Student Worker Solidarity,swscolumbia,ok,,,,,,"swscolumbia, sneak, peak, of, our, back, to, school, zine, being, distributed, at, tonights, meeting, throughout, this, week, on, campus, more, alyssaalways, teens, reels, whale, cruise, funny, viral, Franz, Ferdinand, Take, Me, Out",32,"5,846 21.6K swscolumbia Follow sneak peak of our back to school zine!!! being distributed at tonights meeting + throughout this week on campus … more 57 2 dxnielbennett Follow Helps me sleep … more dxnielbennett · Original audio 44.3K 116 2,743 Learn more nys",0,https://www.instagram.com/reel/Cicx_ZJs-Hn/
Student Worker Solidarity,swscolumbia,ok,2024-01-17,2024-01-17T19:19:01+00:00,127,1,0,"columbiaydsa, bcabolitioncollective, swscolumbia",3,"🇵🇸❤️Happening today!! Show up for snacks, screening, & an art build for our rally this Friday at 1pm‼️🇵🇸❤️ ashthroatedwoodpigeon   116w Yay🔥🔥🔥 Reply 127 1 January 17, 2024 More posts from swscolumbia Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (",3,https://www.instagram.com/p/C2Nn1xRO14j/
Student Worker Solidarity,swscolumbia,ok,2023-12-08,2023-12-08T21:55:37+00:00,65,1,0,swscolumbia,1,"Join us for a screening of Tale of the Three Jewels (1995). This lyrical and moving work was shot in the early months of 1994, while Gaza remained under Israeli military occupation, and was the first feature film ever to be shot entirely in the Gaza Strip.  synopsis: Yussef is a twelve-year old Palestinian child of the First Intifada. Though his life is marked by violence, he lives in his imagination, often escaping from the refugee-camp into the Gaza countr",5,https://www.instagram.com/p/C0m59tlOXy8/
Student Worker Solidarity,swscolumbia,ok,2023-11-15,2023-11-15T05:45:07+00:00,602,8,0,"columbiabso, swscolumbia, pwgatsipa, columbia.aaa, csersabcolumbia, cujafra, Columbia, University, Edited",9,More than 40 student organizations at Columbia University announce a coalition to push Columbia to divest from Israeli apartheid after unjustly suspending SJP and JVP. The list is growing constantly and we urge organizations to reach out as soon as possible to stand united against the oppression of the Palestinian people. #columbia dylan.francine   123w Are you also di,5,https://www.instagram.com/p/Czp7zEuAU8k/
Student Worker Solidarity,swscolumbia,ok,,,,,,,0,"swscolumbia Follow footage from the new school part-time faculty picket line today! we’re organizing groups of students to go downtown and strike in solidarity with the PTF union. if you’re a columbia/barnard student of generally interested to join us send us a message! more info on the strike, picket shifts @studentfacultysolidarity @act_uaw7902 lets show our solidarity with our comrades at the new school ‼️‼️ … more swscolumbia · Original audio 98 1 dxnielbennett Follow Helps me sleep … more d",3,https://www.instagram.com/reel/ClDAWuLNDAS/
Student Worker Solidarity,swscolumbia,ok,,,,,,,0,"adriannelentine Follow It took me a long time to understand that honesty isn’t always kind — not with Alzheimer’s. … more Gacabe & Jecabe · October Phoenix, Arizona 724K 3,112 4,297 minxdabratt Follow since we hit a mill on tiktok😂😂 minxdabratt · Original audio 700K 1,482 17.7K magichourai Follow Tiger Woods has officially arrived at the 2026 Masters Tournament🔥 … more magichourai · Original audio 199K 1,171 4,544 youngstylists Follow Guess I thought wrong huh 😭😭😭?! … more youngstylists · Origin",0,https://www.instagram.com/reel/Ck36OtQj2fb/
Student Worker Solidarity,swscolumbia,ok,2024-03-04,2024-03-04T16:01:25+00:00,589,2,0,"swscolumbia, sw_columbia",2,"Join us this Thursday, March 7 at 1pm in front of Studebaker Hall as we rally to demand a workplace free from chemical attacks and the tacit support for genocide that enables them!   On Thursday, SWC will be meeting with the university as part of the formal union grievance process to argue that Columbia’s refusal to condemn the ongoing genocide in Gaza only encourages actions like the chemical attack on our community on Jan. 19th. Time",5,https://www.instagram.com/p/C4GSligOu4p/
Student Worker Solidarity,swscolumbia,ok,2024-01-23,2024-01-23T00:38:12+00:00,171,0,0,"swscolumbia, bcabolitioncollective, columbiaydsa",3,"Thank you all for your enthusiasm about the Tuition Strike!   Based on the results of our Week 1 Vote, we will not be asking folks to strike tuition this semester. If you filled out our pledge form, please check your email and spam to read about next steps and options for mutual aid assistance moving forward. All funds not used to pay off student late fees will be donated to BCAC’s mutual aid fund for impacted s",0,https://www.instagram.com/p/C2bEV3-NL-X/
Student Worker Solidarity,swscolumbia,ok,2024-07-15,2024-07-15T16:30:34+00:00,1300,6,0,"swscolumbia, sw_columbia, cu_racollective",3,The CURA Collective and the Student Workers of Columbia have filed Unfair Labor Practice charges. Disclose! Divest! We will not stop we will not rest! cultoflisafrank   90w Good. Bankrupt them. Reply kc_aellllis_   90w 👏👏👏👏👏 1 like Reply kristophersonx   90w 👏👏👏 1 like Reply shkcko   90w I LOVE WHEN LABOR UNITES FOR PALESTINE 🙂‍↕️🙂‍↕️ 4 likes Reply ashthroatedwoodpigeon   90w this is making me feel so labor pilled and un,5,https://www.instagram.com/p/C9czpa3O4Yk/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2023-12-07,2023-12-07T15:09:32+00:00,54,0,0,clsforfreepalestine,1,"Finals season is in full swing, but don't stress—we have a last minute office hours review session TODAY just for you! Bring your questions, concerns, and keffiyehs to the fourth floor of Big Warren all day to hear about what we have been able to accomplish this semester in support of Palestine, and how the administration has refused to meet our demands. 54 December 7, 2023 More posts from clsforfreepalestine Meta About Blog Jobs Help API Pri",5,https://www.instagram.com/p/C0jmsnKsIS8/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2024-04-04,2024-04-04T00:50:12+00:00,1000,0,0,"lsfpnational, clsforfreepalestine",2,"As Columbia Law School hosts admitted students days this week, we wanted to shed light on the TRUE Columbia Law student experience. The administration boasts its commitments to diversity and ""civility"" to potential students, but the reality is that they continue to harm their students, especially students of color, while profiting off of their labor. To prospective students, please read for yourselves what life is like at CLS ins",0,https://www.instagram.com/p/C5Ue8v8NqBn/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2024-01-04,2024-01-04T20:46:51+00:00,206,0,0,clsforfreepalestine,1,"In anticipation of the ICJ hearings on January 11th and 12th of South Africa's case claiming Israel is committing ""crimes of genocide"" against Palestinians in Gaza, here is a summary of what the case is about and what to expect next. 206 January 4, 2024 More posts from clsforfreepalestine Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified Eng",5,https://www.instagram.com/p/C1sTjnqSkSa/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2024-02-21,2024-02-21T17:32:39+00:00,66,0,0,clsforfreepalestine,1,"Happy Black History Month! We honor the Black revolutionaries who fought and continue to fight for Palestinian liberation. We also highlight the intersection of history and legacy of Black and Palestinian struggle against oppression. 66 February 21, 2024 More posts from clsforfreepalestine Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified En",5,https://www.instagram.com/p/C3njfSkunDV/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2024-02-28,2024-02-28T01:34:07+00:00,193,0,0,clsforfreepalestine,1,"Please wear all black and your keffiyehs this Wednesday and Thursday to honor the over 100 martyrs already killed in Rafah, and to stand in solidarity with the over 1.4 million Palestinians still trapped there as the planned Israeli assault looms. As CLS welcomes its admitted students, we refuse to allow business to go on as usual and will continue to remind them of their complicity in this ongoing genocide. 193 February 27, 2024 More posts f",5,https://www.instagram.com/p/C333W82tG1C/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2024-03-04,2024-03-04T14:12:21+00:00,136,0,0,clsforfreepalestine,1,"COLUMBIA LAW STUDENTS VOTE NOW to have Columbia University divest from apartheid and genocide! Link in bio to sign on 🍉 136 March 4, 2024 More posts from clsforfreepalestine Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Fran",5,https://www.instagram.com/p/C4GGGzmudCl/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2024-03-22,2024-03-22T17:27:13+00:00,841,0,0,"columbialawschool, lsfpnational, clsforfreepalestine",3,"In response to recent statements by our administration condemning our peaceful lunchtime vigil, we release the following statement. The Columbia Law Coalition for a Free Palestine will continue to reject any and all attempts by our administration and outside groups to quell our movement through blatant lies and harmful micharacterizations. Until liberation! 🍉 841 March 22, 2024 More posts from clsfor",5,https://www.instagram.com/p/C40ytvsuzTD/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,,,,,,"clsforfreepalestine, With, Palestinians, martyred, over, wounded, of, Gaza, housing, destroyed, residents, displaced, since, October, Columbia, Law, School, continues, to, refuse, recognize, this, violence, committed, by, Israel, for, what, it, is, genocide, more, Original, audio, clsforpalestine, alyssaalways, teens, reels, whale, cruise, funny, viral, Franz, Ferdinand, Take, Me, Out",47,"5,",0,https://www.instagram.com/reel/C0T943buMhZ/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2023-12-10,2023-12-10T18:12:51+00:00,905,0,0,"lsfpnational, clsforfreepalestine, Columbia, Law, School",5,"On the last day of Fall classes, we gathered right next to the office of our Associate Dean to remind the Columbia Law Administration that we will not be silenced. As a collective, we reflected on all of the work we have accomplished this semester: we organized teach ins, held direct actions, raised thousands of dollars for PCRF, presented our administration with demands to divest from apartheid Is",0,https://www.instagram.com/p/C0rqDzkO4u7/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2024-03-06,2024-03-06T16:03:37+00:00,3600,0,0,"lsfpnational, clsforfreepalestine",2,The Columbia Law Coalition for a Free Palestine uplifts Columbia Law Students for Palestine’s SpeakerWatch and resists any and all attempts to justify the ongoing slaughter of Palestinians in Gaza. We condemn the Center for Israeli Studies’ repeated decisions to bring speakers to our campus that not only perpetuate falsehoods about the ongoing genocide but also weaponize the legal field in order to uphold the violent,5,https://www.instagram.com/p/C4Lcbe8OYnU/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2024-01-15,2024-01-15T17:03:22+00:00,89,0,0,clsforfreepalestine,1,"School is back, and so are we. See everyone tomorrow wearing your keffiyehs and stay tuned for more actions throughout the semester 🍉🍉 89 January 15, 2024 More posts from clsforfreepalestine Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español",5,https://www.instagram.com/p/C2IOug-Op5L/
Law School Coalition for a Free Palestine,clsforfreepalestine,ok,2024-06-03,2024-06-03T17:27:46+00:00,4600,44,1,"clsforpalestine, cls_nlg, clsforfreepalestine, Edited",4,Just published by the Columbia Law Review ❤️‍🔥 https://perma.cc/L3US-9V8R nwyogapilates   96w The link to the article that was posted in the comments isn't working any more for me. But the NYT ran a piece that contains a link that works. FYI Reply carlabeapr   96w @columbiaspec opinion !!!!! publish this !! Reply carlabeapr   96w post a link 2 a doc !!! Reply carlabeapr   96w 🔥🔥🔥🔥🔥 Reply yasminalaclandes,0,https://www.instagram.com/p/C7wZD3iuBqn/
